species	family	pmid	compound	compound_id	gene	gene_id	disease	disease_id	np_gene_rel	gene_disease_rel
Arctium Lappa	Asteraceae	36708218	lappaol f	C000591899	CDKN1C	1028	Colorectal Neoplasms	D015179	ACTIVATOR	Association
Arctium Lappa	Asteraceae	24021157	l-arginine	C071942	NPAT	4863	Lung Neoplasms	D008175	INDIRECT-DOWNREGULATOR	Association
Arctium Lappa	Asteraceae	24021157	l-arginine	C071942	NPAT	4863	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Ardisia Elliptica	Primulaceae	32106546	NA	NA	BAX	581	NA	NA	NA	NA
Ardisia Elliptica	Primulaceae	32106546	NA	NA	CASP8	841	NA	NA	NA	NA
Ardisia Elliptica	Primulaceae	32106546	NA	NA	MCL1	4170	NA	NA	NA	NA
Ardisia Elliptica	Primulaceae	32106546	NA	NA	BIRC2	329	NA	NA	NA	NA
Ardisia Elliptica	Primulaceae	32106546	NA	NA	XIAP	331	NA	NA	NA	NA
Argemone Mexicana	Papaveraceae	35301659	NA	NA	TGFB1	7040	Neoplasms	D009369	NA	Association
Argyreia Nervosa	Convolvulaceae	34738487	NA	NA	CASP3	836	Mouth Neoplasms	D009062	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	CASP3	836	NA	NA	NA	NA
Artemisia Annua	Asteraceae	26655404	NA	NA	ABCB1	5243	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	OLR1	4973	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	21998290	NA	NA	ATM	472	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26999297	NA	NA	TF	7018	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	37684586	NA	NA	MAP2K1	5604	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	20739158	NA	NA	MMP2	4313	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	20739158	NA	NA	MMP2	4313	Neoplasm Metastasis	D009362	NA	Association
Artemisia Annua	Asteraceae	27151203	NA	NA	TNF	7124	Breast Neoplasms	D001943	NA	Association
Artemisia Annua	Asteraceae	37386404	NA	NA	ROMO1	140823	Ovarian Neoplasms	D010051	NA	Association
Artemisia Annua	Asteraceae	31376622	NA	NA	CD40	21939	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	22025319	NA	NA	MMP9	4318	Ovarian Neoplasms	D010051	NA	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	VHL	7428	Carcinoma, Renal Cell	D002292	NA	Association
Artemisia Annua	Asteraceae	21336837	NA	NA	MAP2K7	5609	Leukemia	D007938	NA	Association
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	BAX	24887	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	21998290	NA	NA	PRKDC	5591	Glioma	D005910	NA	Association
Artemisia Annua	Asteraceae	37897861	NA	NA	HSPA4	3308	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	27151203	NA	NA	VCAM1	7412	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	31789393	NA	NA	TF	7018	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	32326231	NA	NA	MMP9	4318	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	27151203	NA	NA	MMP2	4313	Breast Neoplasms	D001943	NA	Association
Artemisia Annua	Asteraceae	34567487	NA	NA	CEACAM3	1084	Stomach Neoplasms	D013274	NA	Association
Artemisia Annua	Asteraceae	21998290	NA	NA	ATR	545	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	BBC3	27113	NA	NA	NA	NA
Artemisia Annua	Asteraceae	34567487	NA	NA	CRP	1401	Stomach Neoplasms	D013274	NA	Association
Artemisia Annua	Asteraceae	38861856	artemisitene	C105118	PIK3CD	5293	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	CDK2	1017	Endometrial Neoplasms	D016889	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	BAX	581	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	VWF	7450	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	20739158	NA	NA	CDC42	998	Neoplasm Metastasis	D009362	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	MYC	4609	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	22185819	artemisinin	C031327	CDK4	1019	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	37684586	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	36040035	NA	NA	GJA1	2697	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	GSTP1	2950	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	TFRC	7037	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	24653548	NA	NA	CD4	920	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	37897861	NA	NA	HSPA8	3312	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	NFKB1	4790	Endometrial Neoplasms	D016889	INHIBITOR	Association
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	NFKB1	4790	Endometrial Neoplasms	D016889	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	21998290	NA	NA	RAD51	5888	Glioma	D005910	NA	Association
Artemisia Annua	Asteraceae	24653548	NA	NA	IL4	16189	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	20739158	NA	NA	TIMP2	7077	Neoplasm Metastasis	D009362	NA	Association
Artemisia Annua	Asteraceae	20739158	NA	NA	TIMP2	7077	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	EGFR	1956	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26999297	NA	NA	F3	2152	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	30873702	NA	NA	AIM2	9447	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	22025319	NA	NA	MMP2	4313	Ovarian Neoplasms	D010051	NA	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	PKM	5315	Carcinoma, Renal Cell	D002292	NA	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	PKM	5315	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	KLK3	354	Neoplasm Metastasis	D009362	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	KLK3	354	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	37897861	NA	NA	HSPA1A	3303	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	21336837	NA	NA	MAPK1	5594	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	21336837	NA	NA	MAPK1	5594	Leukemia	D007938	NA	Association
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	BAK1	116502	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	28454566	NA	NA	BCL2	596	NA	NA	NA	NA
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	RELA	5970	NA	NA	INHIBITOR	NA
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	RELA	5970	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	BCL2L11	64547	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	28454566	NA	NA	MDM2	4193	NA	NA	NA	NA
Artemisia Annua	Asteraceae	28454566	NA	NA	PDK1	5163	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	PDK1	5163	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	23685181	NA	NA	APP	351	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	23685181	NA	NA	APP	351	Hepatoblastoma	D018197	NA	Association
Artemisia Annua	Asteraceae	23685181	NA	NA	APP	351	Colonic Neoplasms	D003110	NA	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	AKT1	207	Carcinoma, Renal Cell	D002292	NA	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	NFKBIA	4792	NA	NA	INHIBITOR	NA
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	NFKBIA	4792	NA	NA	INDIRECT-UPREGULATOR	NA
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	CASP3	25402	NA	NA	ACTIVATOR	NA
Artemisia Annua	Asteraceae	28454566	NA	NA	PTEN	5728	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	PTEN	5728	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	33573023	NA	NA	MAPK8	5599	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	32326231	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	31376622	NA	NA	CD86	12524	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	BCL2	24224	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	32326231	NA	NA	CTNNB1	1499	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	31376622	NA	NA	MIR221	407006	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Annua	Asteraceae	31376622	NA	NA	MIR221	407006	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	23685181	NA	NA	AD5	8081	Colonic Neoplasms	D003110	NA	Association
Artemisia Annua	Asteraceae	23685181	NA	NA	AD5	8081	Hepatoblastoma	D018197	NA	Association
Artemisia Annua	Asteraceae	23685181	NA	NA	AD5	8081	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	22185819	artemisinin	C031327	CDK2	1017	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	22185819	artemisinin	C031327	E2F1	1869	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	22185819	artemisinin	C031327	E2F1	1869	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	24653548	NA	NA	IFNG	15978	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	30136419	NA	NA	BECN1	8678	Cholangiocarcinoma	D018281	NA	Association
Artemisia Annua	Asteraceae	35151247	NA	NA	NFIB	4781	Salivary Gland Neoplasms	D012468	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	TP53	7157	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	TP53	7157	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	20739158	NA	NA	CDH1	999	Neoplasm Metastasis	D009362	NA	Association
Artemisia Annua	Asteraceae	38861856	artemisitene	C105118	AKT1	207	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	PTEN	5728	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	29692251	NA	NA	CTNNB1	1499	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	30160042	NA	NA	MTOR	2475	Carcinoma, Renal Cell	D002292	NA	Association
Artemisia Annua	Asteraceae	28708672	artemisinin	C031327	AKT1	207	NA	NA	ACTIVATOR	NA
Artemisia Annua	Asteraceae	28708672	NA	NA	AKT1	207	NA	NA	NA	NA
Artemisia Annua	Asteraceae	37179253	NA	NA	TNF	21926	Urinary Bladder Neoplasms	D001749	NA	Association
Artemisia Annua	Asteraceae	30136419	NA	NA	DAPK1	1612	Cholangiocarcinoma	D018281	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	BAK1	578	NA	NA	NA	NA
Artemisia Annua	Asteraceae	24653548	NA	NA	CD8A	925	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	32326231	NA	NA	POU5F1	5460	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28708672	NA	NA	PIK3R1	5295	NA	NA	NA	NA
Artemisia Annua	Asteraceae	22185819	artemisinin	C031327	CCND1	595	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	33573023	NA	NA	TP53	7157	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	31132755	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28381803	NA	NA	DNMT3B	1789	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28381803	NA	NA	DNMT3B	1789	Prostatic Neoplasms	D011471	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	PECAM1	5175	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28381803	NA	NA	AR	367	Prostatic Neoplasms	D011471	NA	Association
Artemisia Annua	Asteraceae	28381803	NA	NA	AR	367	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28708672	NA	NA	AR	367	Prostatic Neoplasms	D011471	NA	Association
Artemisia Annua	Asteraceae	32326231	NA	NA	JAK2	3717	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	21336837	NA	NA	CYCS	54205	Leukemia	D007938	NA	Association
Artemisia Annua	Asteraceae	22025319	NA	NA	VWF	7450	Ovarian Neoplasms	D010051	NA	Association
Artemisia Annua	Asteraceae	27151203	NA	NA	MMP9	4318	Breast Neoplasms	D001943	NA	Association
Artemisia Annua	Asteraceae	24887240	NA	NA	TF	7018	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	20811721	NA	NA	TOP2A	7153	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	BCL2L1	24888	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Annua	Asteraceae	26655404	NA	NA	VEGFA	7422	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	35151247	artemisinin	C031327	PARP1	25591	NA	NA	ACTIVATOR	NA
Artemisia Annua	Asteraceae	31789393	NA	NA	TFRC	403703	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28209917	NA	NA	UCA1	652995	Prostatic Neoplasms	D011471	NA	Association
Artemisia Annua	Asteraceae	28209917	NA	NA	UCA1	652995	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	26655404	NA	NA	TP53	7157	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	CYCS	54205	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	32326231	NA	NA	MAPK8	5599	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	35398735	casticin	C054133	TOP2A	7153	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Artemisia Annua	Asteraceae	35398735	chrysosplenol d	C568008	TOP2A	7153	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	CDK4	1019	Endometrial Neoplasms	D016889	INHIBITOR	Association
Artemisia Annua	Asteraceae	24296733	artemisinin	C031327	CDK4	1019	Endometrial Neoplasms	D016889	INDIRECT-DOWNREGULATOR	Association
Artemisia Annua	Asteraceae	28209917	NA	NA	MIR184	406960	Prostatic Neoplasms	D011471	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Artemisia Annua	Asteraceae	28454566	NA	NA	AKT1	207	Colorectal Neoplasms	D015179	NA	Association
Artemisia Annua	Asteraceae	20811721	NA	NA	TP53	7157	Colonic Neoplasms	D003110	NA	Association
Artemisia Capillaris	Asteraceae	27901471	esculetin	C007628	SP1	6667	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Artemisia Capillaris	Asteraceae	29271007	capillarisin	C011185	CCND1	595	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	STAT3	6774	Neoplasms	D009369	INHIBITOR	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	STAT3	6774	Prostatic Neoplasms	D011471	INHIBITOR	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	STAT3	6774	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	STAT3	6774	Prostatic Neoplasms	D011471	INDIRECT-DOWNREGULATOR	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	STAT3	6774	Neoplasms	D009369	DIRECT-REGULATOR	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	STAT3	6774	Prostatic Neoplasms	D011471	DIRECT-REGULATOR	Association
Artemisia Capillaris	Asteraceae	29972254	NA	NA	AKT1	207	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	29271007	capillarisin	C011185	MMP2	4313	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	33396516	scoparone	C018145	NR1I3	12355	NA	NA	ACTIVATOR	NA
Artemisia Capillaris	Asteraceae	24333736	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Artemisia Capillaris	Asteraceae	24333736	NA	NA	STAT3	6774	Multiple Myeloma	D009101	NA	Association
Artemisia Capillaris	Asteraceae	24333736	NA	NA	STAT3	6774	Neoplasm Metastasis	D009362	NA	Association
Artemisia Capillaris	Asteraceae	24660592	NA	NA	ESR1	2099	Breast Neoplasms	D001943	NA	Association
Artemisia Capillaris	Asteraceae	29271007	capillarisin	C011185	H3P16	644914	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	29972254	NA	NA	DNTT	1791	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	29271007	NA	NA	STAT3	6774	Prostatic Neoplasms	D011471	NA	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	IL6	3569	NA	NA	INHIBITOR	NA
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	MYC	4609	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	29271007	capillarisin	C011185	CCNA2	890	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	29972254	NA	NA	CASP3	836	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	29972254	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Artemisia Capillaris	Asteraceae	28004112	NA	NA	STAT3	20848	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	28004112	NA	NA	STAT3	20848	Cell Transformation, Neoplastic	D002471	NA	Association
Artemisia Capillaris	Asteraceae	29972254	NA	NA	PARP1	142	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	BCL2	596	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	29253760	NA	NA	CASP3	12367	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	29253760	NA	NA	CASP3	12367	Neoplasms	D009369	NA	Association
Artemisia Capillaris	Asteraceae	29972254	NA	NA	MTOR	2475	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	CCND1	595	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	29271007	capillarisin	C011185	MMP9	4318	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	24260381	scoparone	C018145	SOCS3	9021	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Capillaris	Asteraceae	29739391	NA	NA	AKT1	207	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	28004112	NA	NA	IL6	16193	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Capillaris	Asteraceae	28004112	NA	NA	IL6	16193	Cell Transformation, Neoplastic	D002471	NA	Association
Artemisia Capillaris	Asteraceae	29271007	capillarisin	C011185	DCTN6	10671	NA	NA	INDIRECT-DOWNREGULATOR	NA
Artemisia Lactiflora	Asteraceae	38439740	NA	NA	CDH2	1000	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Artemisia Scoparia	Asteraceae	24660592	NA	NA	ESR1	2099	Breast Neoplasms	D001943	NA	Association
Artemisia Vulgaris	Asteraceae	27573489	NA	NA	CCND1	595	NA	NA	NA	NA
Artemisia Vulgaris	Asteraceae	38600341	NA	NA	GATAD2B	57459	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Vulgaris	Asteraceae	38600341	NA	NA	GATAD2B	57459	Neoplasms	D009369	NA	Association
Artemisia Vulgaris	Asteraceae	23426404	NA	NA	TNFSF10	8743	Breast Neoplasms	D001943	NA	Association
Artemisia Vulgaris	Asteraceae	23426404	NA	NA	TNFSF10	8743	Triple Negative Breast Neoplasms	D064726	NA	Association
Artemisia Vulgaris	Asteraceae	23426404	NA	NA	TNFSF10	8743	Neoplasms	D009369	NA	Association
Artemisia Vulgaris	Asteraceae	38600341	NA	NA	CREBBP	1387	Carcinoma, Hepatocellular	D006528	NA	Association
Artemisia Vulgaris	Asteraceae	38600341	NA	NA	CREBBP	1387	Neoplasms	D009369	NA	Association
Artocarpus Altilis	Moraceae	25682949	NA	NA	STAT3	6774	Prostatic Neoplasms	D011471	NA	Association
Artocarpus Altilis	Moraceae	25682949	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Artocarpus Altilis	Moraceae	25682949	NA	NA	PARP1	142	Neoplasms	D009369	NA	Association
Artocarpus Altilis	Moraceae	25682949	NA	NA	PARP1	142	Prostatic Neoplasms	D011471	NA	Association
Artocarpus Altilis	Moraceae	25682949	NA	NA	CASP3	836	Neoplasms	D009369	NA	Association
Artocarpus Altilis	Moraceae	25682949	NA	NA	CASP3	836	Prostatic Neoplasms	D011471	NA	Association
Artocarpus Gomezianus	Moraceae	23898063	NA	NA	PTK2	5747	NA	NA	NA	NA
Artocarpus Gomezianus	Moraceae	23898063	NA	NA	CDC42	998	NA	NA	NA	NA
Artocarpus Gomezianus	Moraceae	23898063	NA	NA	AKT1	207	NA	NA	NA	NA
Artocarpus Gomezianus	Moraceae	23898063	NA	NA	PTK2B	2185	NA	NA	NA	NA
Artocarpus Gomezianus	Moraceae	40578959	NA	NA	PIK3CB	5291	Neoplasms	D009369	NA	Association
Artocarpus Gomezianus	Moraceae	23225436	NA	NA	MCL1	4170	Lung Neoplasms	D008175	NA	Association
Artocarpus Gomezianus	Moraceae	40578959	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Artocarpus Gomezianus	Moraceae	34383763	NA	NA	AKT1	207	Lung Neoplasms	D008175	NA	Association
Artocarpus Gomezianus	Moraceae	34383763	NA	NA	AKT1	207	Neoplasms	D009369	NA	Association
Artocarpus Gomezianus	Moraceae	40578959	NA	NA	EGFR	1956	Neoplasms	D009369	NA	Association
Artocarpus Gomezianus	Moraceae	40578959	NA	NA	EGFR	1956	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	TNF	24835	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	P53-PS	301300	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	IL18	29197	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	IL6	3569	Neoplasms	D009369	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	IFNG	3458	Neoplasms	D009369	NA	Association
Artocarpus Heterophyllus	Moraceae	36674590	NA	NA	SRC	6714	Lymphoma, Non-Hodgkin	D008228	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	MYC	4609	Neoplasms	D009369	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	CCND1	58919	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	KRAS	24525	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	PCNA	25737	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	CYP2C9	1559	Colorectal Neoplasms	D015179	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	CYP4F3	4051	Colorectal Neoplasms	D015179	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	PCNA	5111	Neoplasms	D009369	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	AXIN2	8313	Neoplasms	D009369	NA	Association
Artocarpus Heterophyllus	Moraceae	36674590	NA	NA	ARTINM		Lymphoma, Non-Hodgkin	D008228	NA	Association
Artocarpus Heterophyllus	Moraceae	33767225	NA	NA	VEGFA	7422	Neoplasms	D009369	NA	Association
Artocarpus Heterophyllus	Moraceae	27815471	NA	NA	CDKN1B	83571	Precancerous Conditions	D011230	NA	Association
Artocarpus Heterophyllus	Moraceae	36674590	NA	NA	SYK	6850	Lymphoma, Non-Hodgkin	D008228	NA	Association
Artocarpus Heterophyllus	Moraceae	36674590	NA	NA	KINASES		Lymphoma, Non-Hodgkin	D008228	NA	Association
Artocarpus Heterophyllus	Moraceae	32648885	kojic acid	C011890	TYR	22173	NA	NA	INHIBITOR	NA
Artocarpus Heterophyllus	Moraceae	32648885	NA	NA	TYR	22173	NA	NA	NA	NA
Asplenium Trichomanes	Aspleniaceae	28803058	NA	NA	HRAS	100298939	Leukemia, Lymphocytic, Chronic, B-Cell	D015451	NA	Association
Asplenium Trichomanes	Aspleniaceae	28803058	NA	NA	HRAS	100298939	Carcinoma, Transitional Cell	D002295	NA	Association
Astilbe Rivularis	Saxifragaceae	30359578	NA	NA	CASP8	841	Glioblastoma	D005909	NA	Association
